"SYMBOL"	"LocusTag"	"description"	"LENGTH_AA"	"PROTEIN_REFSEQ"	"UNIPROT"	"PI"	"link_UNIPROT"	"link_NCBI"	"MW"	"new_Gene"	"SVM_prediction"	"Shift"	"High_significant_fractions"	"Low_significant_fractions"	"Cluster"	"Cluster_confidence"
"serS"	"PCC7120DELTA_RS21590"	"Serine--tRNA ligase"	426	"WP_010998117.1"	"Q8YQ59"	"5.38"	"https://www.uniprot.org/uniprotkb/Q8YQ59/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998117.1/"	"47.68"	"serS(all3976)"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"sfsA"	"PCC7120DELTA_RS17180"	"DNA/RNA nuclease SfsA"	241	"WP_010997236.1"	"Q8YSK0"	"8.83"	"https://www.uniprot.org/uniprotkb/Q8YSK0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997236.1/"	"27.09"	"sfsA(alr3085)"	"FALSE"	"FALSE"	"NA"	"NA"	6	"98.3"
"shc"	"PCC7120DELTA_RS05755"	"Squalene--hopene cyclase"	637	"WP_010994949.1"	"Q8YYS1"	"5.06"	"https://www.uniprot.org/uniprotkb/Q8YYS1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994949.1/"	"71.54"	"shc(all0775)"	"FALSE"	"TRUE"	"NA"	3	12	100
"sigA"	"PCC7120DELTA_RS27860"	"RNA polymerase sigma factor RpoD"	390	"WP_010999387.1"	"P26683"	"5.73"	"https://www.uniprot.org/uniprotkb/P26683/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999387.1/"	"45.64"	"sigA(all5263)"	"TRUE"	"FALSE"	"NA"	"NA"	17	100
"sigD"	"PCC7120DELTA_RS20765"	"RNA polymerase sigma factor, RpoD/SigA family"	318	"WP_044523203.1"	"Q9KHE8"	"8.84"	"https://www.uniprot.org/uniprotkb/Q9KHE8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044523203.1/"	"37.63"	"sigD(alr3810)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"sigE"	"PCC7120DELTA_RS22960"	"RpoD/SigA family RNA polymerase sigma factor"	390	"WP_010998387.1"	"Q9KHE4"	"5.92"	"https://www.uniprot.org/uniprotkb/Q9KHE4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998387.1/"	"45.37"	"sigE(alr4249)"	"TRUE"	"FALSE"	"NA"	"NA"	7	"96.87"
"sigI"	"PCC7120DELTA_RS12815"	"Sigma-70 family RNA polymerase sigma factor"	201	"WP_010996351.1"	"Q8YUY8"	"9.01"	"https://www.uniprot.org/uniprotkb/Q8YUY8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996351.1/"	"22.59"	"sigI(all2193)"	"FALSE"	"FALSE"	"NA"	"NA"	10	"95.86"
"sir"	"PCC7120DELTA_RS08570"	"Sulfite reductase, ferredoxin dependent"	650	"WP_010995520.1"	"Q8YX67"	"6.14"	"https://www.uniprot.org/uniprotkb/Q8YX67/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995520.1/"	"73.19"	"sir(alr1348)"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"sixA"	"PCC7120DELTA_RS03080"	"Phosphohistidine phosphatase SixA"	164	"WP_010994398.1"	"Q8Z077"	"7.77"	"https://www.uniprot.org/uniprotkb/Q8Z077/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994398.1/"	"18.62"	"sixA(alr0221)"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"sjcF1"	"PCC7120DELTA_RS11095"	"Peptidoglycan-binding protein"	269	"WP_010996025.1"	"Q8YVW2"	"10.22"	"https://www.uniprot.org/uniprotkb/Q8YVW2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996025.1/"	"28.44"	"sjcF1(all1861)"	"FALSE"	"FALSE"	"NA"	"NA"	3	100
"smc"	"PCC7120DELTA_RS07495"	"Chromosome segregation protein SMC"	1208	"WP_010995301.1"	"Q8YXT3"	"5.25"	"https://www.uniprot.org/uniprotkb/Q8YXT3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995301.1/"	"136.41"	"smc(alr1128)"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"sodA"	"PCC7120DELTA_RS02325"	"Superoxide dismutase"	210	"WP_190449693.1"	"Q8Z0M1"	"6.24"	"https://www.uniprot.org/uniprotkb/Q8Z0M1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_190449693.1/"	"30.65"	"sodA(all0070)"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"sodB"	"PCC7120DELTA_RS16455"	"Superoxide dismutase"	200	"WP_010997089.1"	"Q8YSZ1"	"5.32"	"https://www.uniprot.org/uniprotkb/Q8YSZ1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997089.1/"	"22.38"	"sodB(alr2938)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.8"
"speA"	"PCC7120DELTA_RS18740"	"Biosynthetic arginine decarboxylase"	671	"WP_044521749.1"	"Q8YRP3"	"5.3"	"https://www.uniprot.org/uniprotkb/Q8YRP3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521749.1/"	"76.82"	"speA(all3401)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"speB"	"PCC7120DELTA_RS13395"	"Agmatinase SpeB"	346	"WP_010996466.1"	"Q8YUM9"	"4.69"	"https://www.uniprot.org/uniprotkb/Q8YUM9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996466.1/"	"38.57"	"speB(alr2310)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.01"
"speY"	"PCC7120DELTA_RS20735"	"Deoxyhypusine synthase"	383	"WP_010997945.1"	"Q8YQL7"	"5.06"	"https://www.uniprot.org/uniprotkb/Q8YQL7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997945.1/"	"41.82"	"speY(alr3804)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.99"
"sppA"	"PCC7120DELTA_RS21780"	"Signal peptide peptidase SppA"	273	"WP_010998153.1"	"Q8YQ23"	"9.04"	"https://www.uniprot.org/uniprotkb/Q8YQ23/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998153.1/"	"30.35"	"sppA(all4013)"	"FALSE"	"FALSE"	"NA"	"NA"	17	100
"sppA2"	"PCC7120DELTA_RS24590"	"Signal peptide peptidase SppA"	609	"WP_010998722.1"	"Q8YNH5"	"9.18"	"https://www.uniprot.org/uniprotkb/Q8YNH5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998722.1/"	"66.71"	"sppA2(all4590)"	"FALSE"	"TRUE"	"NA"	4	16	"99.97"
"spsA"	"PCC7120DELTA_RS18580"	"Glycosyltransferase family 1 protein"	425	"WP_044521731.1"	"Q8YRS3"	"6.39"	"https://www.uniprot.org/uniprotkb/Q8YRS3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521731.1/"	"47.66"	"spsA(alr3370)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.97"
"spsB"	"PCC7120DELTA_RS23555"	"Glycosyltransferase family 1 protein"	422	"WP_010998513.1"	"Q939U9"	"7.19"	"https://www.uniprot.org/uniprotkb/Q939U9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998513.1/"	"46.77"	"spsB(all4376)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"sqdX"	"PCC7120DELTA_RS13180"	"Glycosyltransferase family 1 protein"	378	"WP_010996422.1"	"Q8YUR9"	"6.32"	"https://www.uniprot.org/uniprotkb/Q8YUR9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996422.1/"	"41.72"	"sqdX(alr2265)"	"FALSE"	"FALSE"	"NA"	"NA"	8	"92.58"
"ssb1"	"PCC7120DELTA_RS02415"	"Single-stranded DNA-binding protein"	119	"WP_010994265.1"	"P0A4K0"	"8.79"	"https://www.uniprot.org/uniprotkb/P0A4K0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994265.1/"	"13.25"	"ssb1(alr0088)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.9"
"ssb3"	"PCC7120DELTA_RS25495"	"Single-stranded DNA-binding protein"	182	"WP_010998909.1"	"Q8YMZ5"	"4.76"	"https://www.uniprot.org/uniprotkb/Q8YMZ5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998909.1/"	"19.8"	"ssb3(all4779)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.98"
"sufB"	"PCC7120DELTA_RS14290"	"Fe-S cluster assembly protein SufB"	479	"WP_010996648.1"	"Q8YU62"	"5.5"	"https://www.uniprot.org/uniprotkb/Q8YU62/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996648.1/"	"52.93"	"sufB(alr2492)"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"sufC"	"PCC7120DELTA_RS14295"	"Fe-S cluster assembly ATPase SufC"	262	"WP_010996649.1"	"Q8YU61"	"4.65"	"https://www.uniprot.org/uniprotkb/Q8YU61/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996649.1/"	"28.7"	"sufC(alr2493)"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"sufD"	"PCC7120DELTA_RS14300"	"Fe-S cluster assembly protein SufD"	453	"WP_010996650.1"	"Q8YU60"	"5.28"	"https://www.uniprot.org/uniprotkb/Q8YU60/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996650.1/"	"49.03"	"sufD(alr2494)"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.91"
"sufR"	"PCC7120DELTA_RS14285"	"Iron-sulfur cluster biosynthesis transcriptional regulator sufr"	227	"WP_010996647.1"	"Q8YU63"	"6.22"	"https://www.uniprot.org/uniprotkb/Q8YU63/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996647.1/"	"25.95"	"sufR(all2491)"	"TRUE"	"FALSE"	"NA"	"NA"	4	"97.57"
"sufS"	"PCC7120DELTA_RS14305"	"Cysteine desulfurase"	420	"WP_010996651.1"	"Q8YU59"	"5.55"	"https://www.uniprot.org/uniprotkb/Q8YU59/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996651.1/"	"46.2"	"sufS(alr2495)"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"surE"	"PCC7120DELTA_RS17450"	"5\\'/3\\'-nucleotidase SurE"	226	"WP_010997290.1"	"Q8YSE9"	"5.66"	"https://www.uniprot.org/uniprotkb/Q8YSE9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997290.1/"	"24.62"	"surE(alr3139)"	"FALSE"	"FALSE"	"NA"	"NA"	5	"99.98"
"surE2"	"PCC7120DELTA_RS25840"	"5\\'/3\\'-nucleotidase SurE"	265	"WP_010998974.1"	"Q8YMT3"	"4.89"	"https://www.uniprot.org/uniprotkb/Q8YMT3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998974.1/"	"28.96"	"surE2(alr4846)"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"susB"	"PCC7120DELTA_RS07155"	"Sucrose synthase"	805	"WP_010995233.1"	"Q939U7"	"5.57"	"https://www.uniprot.org/uniprotkb/Q939U7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995233.1/"	"92.62"	"susB(all1059)"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"tal"	"PCC7120DELTA_RS14635"	"Transaldolase"	332	"WP_010996719.1"	"P58561"	"5.27"	"https://www.uniprot.org/uniprotkb/P58561/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996719.1/"	"36.18"	"tal(all2563)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"95.89"
"tal2"	"PCC7120DELTA_RS21815"	"Transaldolase"	381	"WP_010998160.1"	"P48993"	"4.76"	"https://www.uniprot.org/uniprotkb/P48993/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998160.1/"	"42.02"	"tal2(all4020)"	"FALSE"	"FALSE"	"NA"	"NA"	6	"98.32"
"tatA"	"PCC7120DELTA_RS06085"	"TatA/E family twin arginine-targeting protein translocase"	90	"WP_010995019.1"	"Q8YYK3"	"4.95"	"https://www.uniprot.org/uniprotkb/Q8YYK3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995019.1/"	"9.81"	"tatA(asl0845)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.93"
"tgt"	"PCC7120DELTA_RS11215"	"tRNA guanosine(34) transglycosylase Tgt"	374	"WP_044521114.1"	"Q8YVT9"	"6.56"	"https://www.uniprot.org/uniprotkb/Q8YVT9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521114.1/"	"41.68"	"tgt(alr1885)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"96.86"
"thiC"	"PCC7120DELTA_RS06770"	"Phosphomethylpyrimidine synthase"	457	"WP_010995156.1"	"Q8YY69"	"5.62"	"https://www.uniprot.org/uniprotkb/Q8YY69/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995156.1/"	"50.81"	"thiC(all0982)"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"thiD"	"PCC7120DELTA_RS19425"	"Bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"	281	"WP_010997690.1"	"Q8YRA8"	"6.64"	"https://www.uniprot.org/uniprotkb/Q8YRA8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997690.1/"	"29.34"	"thiD(all3540)"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"thiE"	"PCC7120DELTA_RS08545"	"Thiamine phosphate synthase"	368	"WP_044520895.1"	"Q8YX72"	"6.27"	"https://www.uniprot.org/uniprotkb/Q8YX72/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520895.1/"	"39.25"	"thiE(alr1343)"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"thiL"	"PCC7120DELTA_RS26880"	"Thiamine-phosphate kinase"	332	"WP_010999187.1"	"Q8YM78"	"5.17"	"https://www.uniprot.org/uniprotkb/Q8YM78/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999187.1/"	"35.54"	"thiL(alr5061)"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"thiO/thiG"	"PCC7120DELTA_RS19315"	"Glycine oxidase ThiO"	652	"WP_010997669.1"	"Q8YRC9"	"5.71"	"https://www.uniprot.org/uniprotkb/Q8YRC9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997669.1/"	"70.11"	"thiO/thiG(all3519)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"thiS"	"PCC7120DELTA_RS08550"	"Sulfur carrier protein ThiS"	70	"WP_010995516.1"	"Q8YX71"	"4.54"	"https://www.uniprot.org/uniprotkb/Q8YX71/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995516.1/"	"7.73"	"thiS(asr1344)"	"FALSE"	"FALSE"	"NA"	"NA"	3	100
"thrA"	"PCC7120DELTA_RS22330"	"Homoserine dehydrogenase"	429	"WP_010998259.1"	"Q8YPS1"	"5.18"	"https://www.uniprot.org/uniprotkb/Q8YPS1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998259.1/"	"45.56"	"thrA(all4120)"	"FALSE"	"FALSE"	"NA"	"NA"	14	"99.96"
"thrB"	"PCC7120DELTA_RS03670"	"Homoserine kinase"	302	"WP_044520585.1"	"Q8YZV9"	"5.02"	"https://www.uniprot.org/uniprotkb/Q8YZV9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520585.1/"	"31.05"	"thrB(alr0346)"	"FALSE"	"FALSE"	"NA"	"NA"	5	"92.78"
"thrC"	"PCC7120DELTA_RS12175"	"Threonine synthase"	363	"WP_010996230.1"	"Q8YVB1"	"9.86"	"https://www.uniprot.org/uniprotkb/Q8YVB1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996230.1/"	"33.51"	"thrC(all2070)"	"FALSE"	"FALSE"	"NA"	"NA"	10	"97.49"
"thrC2"	"PCC7120DELTA_RS18215"	"Threonine synthase"	434	"WP_010997444.1"	"Q8YRZ9"	"5.9"	"https://www.uniprot.org/uniprotkb/Q8YRZ9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997444.1/"	"47.06"	"thrC2(alr3293)"	"FALSE"	"FALSE"	"NA"	"NA"	8	"93.96"
"thrS"	"PCC7120DELTA_RS03615"	"Threonine--tRNA ligase"	615	"WP_010994511.1"	"Q8YZX0"	"5.53"	"https://www.uniprot.org/uniprotkb/Q8YZX0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994511.1/"	"70.47"	"thrS(alr0335)"	"TRUE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"thyX"	"PCC7120DELTA_RS04495"	"FAD-dependent thymidylate synthase"	240	"WP_010994691.1"	"Q8YZE5"	"6.51"	"https://www.uniprot.org/uniprotkb/Q8YZE5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994691.1/"	"28.25"	"thyX(alr0515)"	"FALSE"	"TRUE"	"1_2"	"NA"	"NA"	"NA"
"tic22"	"PCC7120DELTA_RS02530"	"Outer membrane biogenesis protein Tic22"	274	"WP_010994291.1"	"Q8Z0I2"	"9.77"	"https://www.uniprot.org/uniprotkb/Q8Z0I2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994291.1/"	"29.96"	"tic22(alr0114)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"95.41"
"tig"	"PCC7120DELTA_RS20130"	"Trigger factor"	471	"WP_010997825.1"	"Q8YQX9"	"4.43"	"https://www.uniprot.org/uniprotkb/Q8YQX9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997825.1/"	"52.38"	"tig(alr3681)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.96"
"tilS"	"PCC7120DELTA_RS06520"	"tRNA lysidine(34) synthetase TilS"	342	"WP_010995106.1"	"Q8YYB8"	"6.17"	"https://www.uniprot.org/uniprotkb/Q8YYB8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995106.1/"	"39.19"	"tilS(all0932)"	"FALSE"	"TRUE"	13	"NA"	9	"99.97"
"tkt"	"PCC7120DELTA_RS18460"	"Transketolase"	670	"WP_010997495.1"	"Q8YRU9"	"5.88"	"https://www.uniprot.org/uniprotkb/Q8YRU9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997495.1/"	"72.07"	"tkt(alr3344)"	"FALSE"	"FALSE"	"NA"	"NA"	14	"99.29"
"tldD"	"PCC7120DELTA_RS27645"	"TldD/PmbA family protein"	490	"WP_010999343.1"	"Q8YLS7"	"5.48"	"https://www.uniprot.org/uniprotkb/Q8YLS7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999343.1/"	"53.3"	"tldD(all5219)"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"tmk"	"PCC7120DELTA_RS25165"	"dTMP kinase"	211	"WP_010998839.1"	"Q8YN62"	"5.97"	"https://www.uniprot.org/uniprotkb/Q8YN62/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998839.1/"	"23.57"	"tmk(all4708)"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.9"
"tonB3"	"PCC7120DELTA_RS26765"	"Energy transducer TonB"	470	"WP_010999162.1"	"Q8YM98"	"10.84"	"https://www.uniprot.org/uniprotkb/Q8YM98/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999162.1/"	"51.15"	"tonB3(all5036)"	"FALSE"	"FALSE"	"NA"	"NA"	14	"99.98"
"topA2"	"PCC7120DELTA_RS15670"	"Type I DNA topoisomerase"	881	"WP_010996931.1"	"Q8YTE2"	"8.21"	"https://www.uniprot.org/uniprotkb/Q8YTE2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996931.1/"	"97.19"	"topA2(alr2780)"	"TRUE"	"FALSE"	"NA"	"NA"	11	"99.88"
"tpiA"	"PCC7120DELTA_RS23600"	"Triose-phosphate isomerase"	241	"WP_010998522.1"	"Q8YP17"	"4.68"	"https://www.uniprot.org/uniprotkb/Q8YP17/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998522.1/"	"26.55"	"tpiA(alr4385)"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"tpsB1"	"PCC7120DELTA_RS10100"	"ShlB/FhaC/HecB family hemolysin secretion/activation protein"	585	"WP_049942394.1"	"Q8YWF4"	"5.17"	"https://www.uniprot.org/uniprotkb/Q8YWF4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_049942394.1/"	"55.57"	"tpsB1(alr1659)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"trcR"	"PCC7120DELTA_RS06135"	"Hypothetical protein"	111	"WP_010995028.1"	"Q8YYJ4"	"7.9"	"https://www.uniprot.org/uniprotkb/Q8YYJ4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995028.1/"	"12.54"	"trcR(all0854)"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"treH"	"PCC7120DELTA_RS02790"	"Trehalase family glycosidase"	495	"WP_010994343.1"	"Q8Z0D2"	"4.86"	"https://www.uniprot.org/uniprotkb/Q8Z0D2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994343.1/"	"57.66"	"treH(all0166)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"treY"	"PCC7120DELTA_RS02795"	"MaltO-oligosyltrehalose synthase"	922	"WP_010994344.1"	"Q8Z0D1"	"5.18"	"https://www.uniprot.org/uniprotkb/Q8Z0D1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994344.1/"	"105.86"	"treY(all0167)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"treZ"	"PCC7120DELTA_RS02800"	"MaltO-oligosyltrehalose trehalohydrolase"	606	"WP_044520508.1"	"Q8Z0D0"	"5.16"	"https://www.uniprot.org/uniprotkb/Q8Z0D0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520508.1/"	"70.89"	"treZ(all0168)"	"FALSE"	"FALSE"	"NA"	"NA"	14	"92.06"
"trmD"	"PCC7120DELTA_RS21115"	"tRNA (guanosine(37)-N1)-methyltransferase TrmD"	252	"WP_010998023.1"	"Q8YQF1"	"5.25"	"https://www.uniprot.org/uniprotkb/Q8YQF1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998023.1/"	"28.05"	"trmD(alr3882)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.59"
"trmFO"	"PCC7120DELTA_RS24495"	"FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO"	438	"WP_010998703.1"	"Q8YNJ4"	"6.24"	"https://www.uniprot.org/uniprotkb/Q8YNJ4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998703.1/"	"48.23"	"trmFO(alr4571)"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.99"
"trpA2"	"PCC7120DELTA_RS25655"	"Tryptophan synthase subunit alpha"	266	"WP_010998941.1"	"Q8YMW3"	"4.89"	"https://www.uniprot.org/uniprotkb/Q8YMW3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998941.1/"	"28.22"	"trpA2(alr4811)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"trpB"	"PCC7120DELTA_RS03980"	"Tryptophan synthase subunit beta"	409	"WP_010994586.1"	"Q8YZP7"	"5.83"	"https://www.uniprot.org/uniprotkb/Q8YZP7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994586.1/"	"44.76"	"trpB(all0410)"	"FALSE"	"TRUE"	"1_2 10 11"	"NA"	8	"98.95"
"trpB2"	"PCC7120DELTA_RS20685"	"Tryptophan synthase subunit beta"	413	"WP_010997935.1"	"Q8YQM6"	"5.83"	"https://www.uniprot.org/uniprotkb/Q8YQM6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997935.1/"	"44.81"	"trpB2(all3794)"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"trpC3"	"PCC7120DELTA_RS25340"	"Indole-3-glycerol phosphate synthase TrpC"	296	"WP_010998877.1"	"Q8YN24"	"5.25"	"https://www.uniprot.org/uniprotkb/Q8YN24/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998877.1/"	"32.6"	"trpC3(alr4746)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.79"
"trpD2"	"PCC7120DELTA_RS07625"	"Anthranilate phosphoribosyltransferase"	362	"WP_010995326.1"	"Q8YXQ9"	"4.99"	"https://www.uniprot.org/uniprotkb/Q8YXQ9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995326.1/"	"37.6"	"trpD2(alr1153)"	"FALSE"	"TRUE"	"7 10 12 18"	"NA"	"NA"	"NA"
"trpE2"	"PCC7120DELTA_RS03580"	"Anthranilate synthase component I"	504	"WP_010994504.1"	"Q8YZX6"	"5.16"	"https://www.uniprot.org/uniprotkb/Q8YZX6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994504.1/"	"56.21"	"trpE2(all0328)"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"trpG"	"PCC7120DELTA_RS03315"	"Aminodeoxychorismate/anthranilate synthase component II"	199	"WP_044520553.1"	"Q8Z034"	"5.25"	"https://www.uniprot.org/uniprotkb/Q8Z034/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520553.1/"	"20.17"	"trpG(all0269)"	"FALSE"	"TRUE"	"9 10 11 13 15 16 18 19"	"NA"	6	"98.18"
"trpS"	"PCC7120DELTA_RS08185"	"Tryptophan--tRNA ligase"	335	"WP_010995441.1"	"Q8YXE4"	"6.02"	"https://www.uniprot.org/uniprotkb/Q8YXE4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995441.1/"	"37.46"	"trpS(all1269)"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.97"
"truB"	"PCC7120DELTA_RS09515"	"tRNA pseudouridine(55) synthase TruB"	293	"WP_010995712.1"	"Q8YWR1"	"6.12"	"https://www.uniprot.org/uniprotkb/Q8YWR1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995712.1/"	"31.91"	"truB(alr1543)"	"TRUE"	"FALSE"	"NA"	"NA"	7	"95.84"
"trxM1"	"PCC7120DELTA_RS02240"	"Thioredoxin"	107	"WP_010994229.1"	"P0A4L1"	"5.23"	"https://www.uniprot.org/uniprotkb/P0A4L1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994229.1/"	"11.72"	"trxM1(alr0052)"	"FALSE"	"FALSE"	"NA"	"NA"	1	100
"trxM2"	"PCC7120DELTA_RS11120"	"Thioredoxin"	110	"WP_010996030.1"	"Q8YVV7"	"6.05"	"https://www.uniprot.org/uniprotkb/Q8YVV7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996030.1/"	"11.99"	"trxM2(all1866)"	"FALSE"	"FALSE"	"NA"	"NA"	3	"97.22"
"trxM3"	"PCC7120DELTA_RS13670"	"Thioredoxin"	108	"WP_010996523.1"	"Q8YUH9"	"4.78"	"https://www.uniprot.org/uniprotkb/Q8YUH9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996523.1/"	"12.1"	"trxM3(all2367)"	"FALSE"	"FALSE"	"NA"	"NA"	1	100
