"Gene"	"Protein.ID"	"Protein.Description"	"SVM"	"n_ctrl"	"n_rnase"	"n_hits"	"hits"	"n_candidates"	"candidates"	"n_hits_plus_candidates"	"FC_fraction01_2"	"FC_fraction03"	"FC_fraction04"	"FC_fraction05"	"FC_fraction06"	"FC_fraction07"	"FC_fraction08"	"FC_fraction09"	"FC_fraction10"	"FC_fraction11"	"FC_fraction12"	"FC_fraction13"	"FC_fraction14"	"FC_fraction15"	"FC_fraction16"	"FC_fraction17"	"FC_fraction18"	"FC_fraction19"	"p_fraction01_2"	"p_fraction03"	"p_fraction04"	"p_fraction05"	"p_fraction06"	"p_fraction07"	"p_fraction08"	"p_fraction09"	"p_fraction10"	"p_fraction11"	"p_fraction12"	"p_fraction13"	"p_fraction14"	"p_fraction15"	"p_fraction16"	"p_fraction17"	"p_fraction18"	"p_fraction19"
"recA"	"P58552"	"Protein RecA "	1,0629688965	3	3	0		0		0	-0,0207151891	-0,1120865299	-0,0287334048	0,1343802281	0,0686927232	0,2563233762	-0,6200744487	-0,0566350639	0,1291532696	0,2611662898	-0,0616543699	-0,4650725839	-0,9986760865	0,0073223124	-0,0751593681	-0,0094512513	0,1928039902	0,1621045149	0,9502887446	0,9418095644	0,9529112887	0,9467973508	0,9562647592	0,9232590364	0,4195524424	0,9577314016	0,9472888207	0,9572611032	0,9694204036	0,8607553397	0,3639327555	0,9846114762	0,9748374272	0,9847422383	0,9410653789	0,9315427432
"mnmA"	"Q8YX56"	"tRNA-specific 2-thiouridylase MnmA "	1,0764097468	3	3	0		0		0	0,2553382435	0,1435531087	0,0182850398	-0,1721388996	-0,1861145808	-0,1346379737	0,070722157	0,2850623959	0,320701565	0,3940657635	0,2566187588	-0,0512966968	0,1586924364	-0,0603423107	0,1807880981	0,4681689925	0,4049853135	0,0315803944	0,8794082098	0,9300616695	0,9565476737	0,9257408001	0,8953065647	0,9617001401	0,9286888846	0,914344636	0,9092209553	0,9471780644	0,9585379174	0,9560806498	0,9702601476	0,9835274772	0,9689975173	0,9523138631	0,8962404323	0,9581986649
"rne"	"Q8YP69"	"Ribonuclease E "	1,0924953263	3	3	0		0		0	-0,0113421431	-0,0778164145	0,1348133914	0,0119669451	0,1360230606	-0,0326425366	0,2401953369	-0,0788623916	-0,3535757186	-0,3580687496	-0,3664360298	-0,5196740502	-0,3860233273	-0,2526373468	-0,1759353802	-0,1383410833	0,0478751951	0,2825036467	0,9516575681	0,9445368865	0,9227854757	0,9730909004	0,9483015303	0,9764035351	0,8583887155	0,9549719887	0,8939804801	0,9507588236	0,9382860497	0,8746712994	0,9559274431	0,9767892487	0,9723484848	0,980151148	0,9593259786	0,8946515237
"gltX"	"Q8YS86"	"Glutamate--tRNA ligase "	1,094557252	3	3	0		0		0	0,0350966656	0,2947595681	-0,0101021253	-0,1995363475	-0,0098045149	0,0271710574	-0,0106148132	-0,1521727905	-0,1185009314	-0,3170022799	0,2211223046	0,0227410444	0,2211356869	0,0774999655	0,1558000355	0,0995431883	0,0796088978	-0,0284409037	0,9481968034	0,7288185906	0,9590744206	0,9084303464	0,9682125412	0,9765269992	0,9411990945	0,9468931937	0,9472897086	0,9549979983	0,9550838075	0,9577402267	0,9633221076	0,9818419545	0,968355794	0,9811270501	0,9553584762	0,9576442141
"clpB"	"Q8YUL9"	"Chaperone protein ClpB 1 "	1,1225641925	3	3	0		0		0	-0,1492537821	-0,0185988783	-0,0043109666	0,0866335055	0,007430028	-0,0007793875	-0,0814108204	-0,1461214806	-0,0654202886	0,0140799434	-0,138552458	-0,365439625	-0,6202824362	-0,4297169026	-0,2432226936	0,1010739768	0,112758734	0,070133695	0,9281898062	0,9591511143	0,9610700599	0,9577013782	0,9688933081	0,978289298	0,926333676	0,9474132815	0,9544043771	0,9791778364	0,9643953945	0,8973376168	0,8828702024	0,9465948697	0,9584569886	0,9814843644	0,9513678847	0,9521178123
"pnp"	"Q8YP11"	"Polyribonucleotide nucleotidyltransferase "	1,1266929039	3	3	0		0		0	-0,2534166891	-0,449323636	-0,357796209	-0,1131758216	0,8710717368	0,3088909206	-0,4213306349	-0,3664923438	-0,0441745301	-0,0015195849	-0,08756246	-0,1031280959	-0,1134451445	0,0684705279	-0,0331170246	-0,1387129933	0,0363277151	-0,133934268	0,8785089589	0,4450748886	0,3506575671	0,9594190556	0,8694146935	0,9304093233	0,7728414979	0,9149212269	0,957870556	0,979663594	0,9683486055	0,9494797945	0,9725310034	0,9823147665	0,9769147109	0,978853959	0,9595401126	0,9386148898
"alr4888"	"Q8YMP5"	"Alr4888 protein "	1,1388554382	3	3	0		0		0	0,0554358602	-0,1231807033	-0,0646187441	0,0847323668	0,1753255242	0,1946452681	0,3751257304	0,3470361437	0,1228117981	0,2076312162	0,3322729197	-0,05459794	0,0574961112	0,0955694522	0,2924001466	0,3035293249	0,3478621942	0,3761936175	0,9445986032	0,9247457584	0,9427263346	0,95823065	0,9302353081	0,9530398985	0,7678108935	0,8992621053	0,9456855706	0,9638555515	0,9369376455	0,9545900541	0,9754474612	0,9813011619	0,954252181	0,9683597418	0,9007612926	0,8529253848
"alr0522"	"Q9F461"	"Pseudouridine synthase "	1,1699395503	1	1	0		0		0	-0,0900169194	0,0343670506	0,2944030378	0,0439691381	-0,2785343597	-0,2654319056	-0,4618494939	-0,5276569734	-0,6803065034	-0,6047772037	0,148528646	-0,2748271792	-0,0588332111	-0,6395512702	-0,2849765818	-0,7769901251	-0,1727664726	-0,4680973283	0,9428749287	0,9572944996	0,7361107233	0,9697115595	0,8985046025	0,9526524861	0,7953516049	0,8750417556	0,7890639075	0,9252350781	0,9664022151	0,9360374123	0,9764316579	0,9451196652	0,9647856245	0,9147683511	0,9498736476	0,8781439832
"alr0201"	"Q8Z097"	"Alr0201 protein "	1,1722268063	2	2	0		0		0	0,2293635086	-0,394854972	-0,1763539345	0,0479122159	0,4390465742	0,4597558169	0,5593176031	0,3214735776	0,3990493091	0,2100005128	0,4683108483	-0,5127121973	-0,2047306185	-0,4676031024	0,1300996341	0,723244289	0,2589961198	1,5226122724	0,9002417145	0,5941449415	0,9204834483	0,9690467243	0,5463985252	0,864906423	0,6579934093	0,933603435	0,9005255268	0,9704185125	0,9275372842	0,8747749898	0,9676670353	0,9519235291	0,9730928546	0,9498692946	0,9312931611	0,4105055023
"rplK"	"Q8YLJ8"	"50S ribosomal protein L11 "	1,1764948349	3	3	0		0		0	0,2789515271	-0,2108281819	-0,3174325518	-0,1912587457	-0,1436926788	-0,272394747	-0,1140966275	-0,1638342496	0,0941886828	0,3500906902	0,3103554026	0,3783319648	-0,0162523331	-0,1433394061	-0,1768053866	-0,1209322819	1,4018387449	0,2361172222	0,8919826612	0,8852683103	0,2932702786	0,9038880419	0,9434754793	0,9303560688	0,9189486531	0,942723379	0,9502931625	0,9423214978	0,9433717347	0,891399022	0,9776181409	0,9784862265	0,968592124	0,9799404968	0,0876590189	0,9115875624
"ffh"	"Q8YVM3"	"Signal recognition particle protein "	1,1972163384	3	3	0		0		0	0,0306801233	0,5607154009	0,3939248247	-0,4997542089	-0,6637085962	-0,4149431721	-0,1744203104	-0,2986761329	-0,5599965753	0,4013575089	-0,1445198563	-0,2128004907	-0,3598469544	-0,0668431185	0,0206363694	0,3250498134	0,8605342928	0,9107812487	0,9486638695	0,0617174857	0,2534141127	0,1709278827	0,1487615203	0,8638015772	0,9037632371	0,9339040038	0,7724615136	0,9248043528	0,9626631796	0,931875185	0,9400134966	0,9823165506	0,9776032476	0,9622100595	0,3875916806	0,1077127913
"proB"	"WP_010997254.1"	"glutamate 5-kinase "	1,1994864646	2	2	0		0		0	0,0620460582	0,0705848345	-0,1463854301	-0,1891507341	0,0452170833	0,1923707331	0,3569945385	0,2220901964	0,3303602463	0,100472972	0,0892196037	0,2260247127	-0,0261509401	0,1280858492	0,095069727	-0,0029192334	0,2992620549	-0,059652138	0,9450488512	0,9488724328	0,922255348	0,9240777171	0,9630571841	0,9551663014	0,8007842657	0,9353019357	0,9122535317	0,9751096397	0,9683439556	0,936704318	0,9773936684	0,9820023437	0,9743155057	0,9849559967	0,9312262197	0,9558753017
"rplD"	"Q8YPI0"	"50S ribosomal protein L4 "	1,236822119	3	3	0		0		0	-0,0820230211	0,1917832884	0,1003783371	0,1893144666	0,3794923982	0,4065531532	0,1162445329	-0,1552242102	-0,896013633	-0,781727128	-1,0302371352	-1,1761925217	-0,6618086001	-1,2133121292	-0,6840722337	-0,466876864	1,2256184443	-0,0726003892	0,941356745	0,92339111	0,9469504707	0,958572445	0,9247793181	0,9362414064	0,9225321829	0,9492719658	0,5131469791	0,831803711	0,532336462	0,3298151649	0,9403940287	0,4519796664	0,8378730806	0,9350525345	0,3508193322	0,9505692755
"rnj"	"Q8YQY2"	"Ribonuclease J "	1,2651948062	3	3	0		0		0	-0,1981297842	-0,0037244409	-0,027081045	-0,1337455973	-0,0759435227	0,0831404951	0,0434300344	0,2554646367	0,3362645081	0,2744764632	-0,0227734335	-0,2955807176	-0,3566306078	-0,0082897497	0,1153183833	-0,1531703617	0,0778709895	0,0032999336	0,9045006482	0,9607898295	0,9567360525	0,944923279	0,9531531742	0,9700239691	0,9351869919	0,9245097034	0,9018364836	0,9587272511	0,9722342747	0,9191436027	0,9472923474	0,9845333943	0,9721257998	0,9779192947	0,9556659634	0,9598148117
"typA"	"Q8YPQ2"	"50S ribosomal subunit assembly factor BipA "	1,2844903761	3	3	0		0		0	0,151287326	0,2092987958	-0,0087685491	-0,1263763238	-0,1283799445	-0,1217084818	-0,0368824755	0,1438757656	0,1046316909	-0,034730249	-0,1124543202	-0,4281212303	-0,5871860458	-0,3402787731	-0,2906028606	0,0619429794	0,2864863839	0,1404613869	0,9225308145	0,8545986655	0,9598823632	0,9400299616	0,9369386471	0,9663509418	0,9365582776	0,9467946473	0,9489166069	0,9780105813	0,9661021817	0,8826442756	0,8815255003	0,9594617069	0,9509177593	0,9829732937	0,9208344344	0,9396113977
"rplO"	"Q8YPJ6"	"50S ribosomal protein L15 "	1,290899673	3	3	0		0		0	-0,5655276414	-0,6468759001	-0,9948177549	-0,283315904	-0,6506023611	-0,6435951866	-0,3116783667	-0,2422349545	-0,5568408236	-0,4889064411	-0,6533371576	-0,8418088281	-1,0040264231	-0,8663897802	-0,4659409007	-0,3036937014	1,3603216044	0,0814787718	0,8451295803	0,7601530327	0,2217442835	0,8463044924	0,1156696984	0,5307808858	0,8197452192	0,9228791734	0,8461253416	0,9563964805	0,8843995238	0,7525197196	0,7553681338	0,7984569848	0,9376750104	0,964015139	0,2030630555	0,949998019
"zam"	"Q8YXH3"	"Zam protein "	1,303288866	3	3	0		0		0	-0,0851738784	0,0817877278	0,1680015418	0,0979308993	-0,0118485187	-0,1990976632	-0,2452239387	-0,1968782729	-0,2482963975	0,1373097975	-0,2158337068	-0,6050243449	-0,7834868162	-0,6547284886	-0,5708280558	-0,3052737245	-0,1202383463	-0,1461098049	0,9388916478	0,941959072	0,7959445838	0,954617966	0,9678901745	0,946376774	0,8550390176	0,9350300552	0,9178636199	0,9718903474	0,9559927195	0,8021012916	0,7450275203	0,8593705894	0,8606739674	0,9656584284	0,9515544975	0,9389111981
"rbpG"	"Q8YP25"	"RNA-binding protein "	1,3134936739	3	3	0		0		0	-0,1010520532	-0,0610087576	-0,1303465318	-0,0965741115	0,2972972818	0,556109994	0,7449723709	0,7283223266	0,8876382177	0,8565062725	0,7580260622	0,7000988346	0,905560447	0,5407863418	0,6866461254	0,2462223744	0,3626371943	0,3894917306	0,9344054733	0,949700429	0,8845649268	0,9578691917	0,9040329472	0,6355878098	0,3053080854	0,7917423822	0,3292406294	0,7729402269	0,7184855033	0,7090163028	0,5749277149	0,9317797476	0,8134787737	0,9753056392	0,9049822595	0,8870709045
"all4374"	"Q8YP27"	"Rqc2 homolog RqcH "	1,3313144353	3	3	0		0		0	-0,3629517868	-0,1720608836	0,2710688661	0,4608123117	0,3694149727	0,2264486733	-0,3921993868	-0,9521448293	-1,0559478297	-0,735096624	-1,025422634	-0,8573674218	-0,4631541356	-0,5031198928	-0,6967661236	-0,8100645042	-0,8925247057	-0,6550565097	0,860694228	0,9425794284	0,5226575028	0,2912355393	0,5545585129	0,9419486564	0,7378693118	0,4549990395	0,1538098988	0,8012234712	0,3709819794	0,4139510016	0,910134786	0,9266469671	0,7253687436	0,6435768251	0,3214220147	0,4998523955
"era"	"Q8YYD8"	"GTPase Era "	1,3495815272	3	3	0		0		0	0,1300022492	-0,2179726012	0,0466719591	0,3032183711	0,2745758199	0,3054534767	0,2565483895	0,1641106064	0,2561431787	0,5571211262	0,5028139535	-0,1708595964	-0,1365681036	-0,1570740638	-0,1267827337	-0,7107987782	-0,6251602253	-0,0804262844	0,933626915	0,9212023611	0,9446851532	0,9314359214	0,8895551032	0,9046098594	0,8950406717	0,9490805343	0,9261294466	0,8650569565	0,859038013	0,9402583893	0,9708781023	0,9790879878	0,9755133461	0,9707488559	0,8679524125	0,9527887968
"rplW"	"Q8YPI1"	"50S ribosomal protein L23 "	1,3875883894	3	3	0		0		0	0,3685695932	0,2095829334	0,1645520399	-0,8172813912	-1,3572473359	-0,7503934476	-0,3006741864	-0,0733471142	0,0097030374	-0,0417532348	0,3815395301	-0,1507980667	-0,4452866293	-0,9784249178	-0,6012852991	-0,4589404152	1,2581577216	-0,034650883	0,8124212096	0,9161510811	0,9280119797	0,771028772	0,3295070285	0,7544822506	0,8661632268	0,9572070934	0,9604138442	0,9780854849	0,9338232993	0,9474187062	0,9297529965	0,5084373356	0,9126237579	0,9336903497	0,2423909975	0,9562805254
"rbpD"	"Q44556"	"Putative RNA-binding protein RbpD "	1,4001923756	3	3	0		0		0	0,1723837542	-0,0338105473	-0,0901399338	0,0383502526	0,1279472351	0,062729469	0,1395303004	0,2272315774	0,4494091997	-0,3257923603	-0,0057680836	0,020801957	0,3010360006	0,0160749026	0,149773973	-0,1239124914	0,0169438358	-0,0031602265	0,9213796214	0,955454668	0,9296314981	0,9680842715	0,945696907	0,974677195	0,9230093669	0,942131323	0,8898889931	0,9591501884	0,9732290446	0,9582764747	0,9653932718	0,984510863	0,9732375564	0,9827036722	0,9618956181	0,9600469584
"rlmB"	"Q8YXQ3"	"tRNA/rRNA methyltransferase "	1,4021336314	3	3	0		0		0	0,2113653194	-0,0948250509	-0,1427398447	0,1149287017	-0,0200906525	0,0415560389	0,1684685953	0,7397948548	0,5090122787	0,4718677859	0,1040044903	-0,0846092056	-0,0218699751	-0,39448309	0,2495631433	0,2316147191	0,2208643657	-0,1761132279	0,9146308412	0,9446638439	0,8888500686	0,9581632453	0,967675425	0,9750027918	0,9020895476	0,5797932257	0,8831055982	0,9269397803	0,9693678943	0,9558188486	0,9776801502	0,9779487632	0,959818754	0,9769960191	0,9458204567	0,9293634461
"thrS"	"Q8YZX0"	"Threonine--tRNA ligase "	1,4026376681	3	3	0		0		0	-0,172570187	-0,085279065	0,0452589822	0,2341959032	-0,1117543281	-0,1243337211	-0,205171575	-0,3351730999	-0,4403734722	-0,4607263088	-0,4277008313	-0,6899467533	-0,7122038021	-0,6971556258	-0,8205086286	-0,8426999559	-0,2299260302	-0,1291612099	0,9240667584	0,9482587217	0,954489643	0,8745933678	0,9554058714	0,9697568411	0,8916558458	0,9065110493	0,8520634793	0,9440452197	0,9312817355	0,7690752816	0,8487163899	0,9028341293	0,6243345046	0,8622840123	0,940982497	0,9413052032
"acnB"	"Q8YXE6"	"Aconitate hydratase B "	1,4213674621	3	3	0		0		0	0,0655303622	0,1443267483	0,0949259666	-0,1279554248	-0,0931673951	-0,0859474774	0,21918188	0,177549798	0,1459896867	-0,0741728642	0,4143421992	0,4761803545	0,298521145	0,4836694281	0,3303341065	0,3859745301	0,2533946206	0,2806234267	0,942786042	0,9345962927	0,9364657806	0,9422868272	0,9583370506	0,9729347576	0,8769054031	0,9453382269	0,9409895461	0,9770453747	0,9032471818	0,8420909173	0,9510343927	0,927604041	0,9466872146	0,9508264829	0,9241948236	0,899748571
"rpoB"	"WP_044521002.1"	"DNA-directed RNA polymerase subunit beta "	1,4463002957	3	3	0		0		0	-0,165423172	-0,2556924891	-0,3507228053	-0,2194543204	-0,2028797954	-0,2436858072	0,3600003918	1,034327546	0,3625419316	0,1972453988	0,0769228438	-0,0406632802	-0,1317811951	0,0966066003	-0,009827312	-0,6326118385	-0,2067425928	-0,4584914169	0,9237929913	0,8777172965	0,4572847826	0,9383793632	0,9015949286	0,9288666562	0,8188055967	0,0931442578	0,8723797324	0,9667591807	0,9685921435	0,9560238026	0,9707997031	0,9809556816	0,9780954182	0,8832037564	0,9350000168	0,7061048877
"tuf"	"Q8YP63"	"Elongation factor Tu "	1,4831265939	3	3	0		0		0	0,0232683883	0,1492029126	-0,0080946156	-0,0639644227	-0,0462192937	-0,1323339334	-0,0139027874	0,0438436049	0,3275465034	0,2388350342	0,246714025	-0,1629364155	-0,2614945604	0,2303498837	0,1064322702	0,0337486473	0,0998271955	-0,0459338819	0,9499407868	0,9102566469	0,9597964842	0,9624691757	0,9615393879	0,963217397	0,9406140472	0,959790219	0,918691644	0,965274562	0,950481394	0,9409166842	0,9580240609	0,9743913875	0,9734484132	0,9842033456	0,9547818891	0,9560783793
"truB"	"Q8YWR1"	"tRNA pseudouridine synthase B "	1,5048522854	3	3	0		0		0	0,700276859	0,3708553462	0,0229087454	-0,051275229	0,0756343151	0,0069833593	-0,5182772822	-0,5748560522	-0,1874155934	-0,0568770513	-0,5424396645	-0,5448024443	-1,0240136801	-0,5767231339	-1,0910145007	-0,3142261054	-0,3150808742	-0,2862129673	0,787618792	0,6157889257	0,955735791	0,9667960093	0,9599966558	0,9778261145	0,7996966246	0,8338247154	0,9337792665	0,9767866902	0,8390177416	0,7835322274	0,6975527508	0,9313418953	0,8469645957	0,9646226189	0,9260281146	0,9066702936
"all4450"	"Q8YNW1"	"Ribonuclease II "	1,5517881607	3	3	0		0		0	-0,2445671124	0,0371546492	0,0550208339	-0,21136963	0,020135712	0,3897970146	0,5654814157	0,2566213656	0,2628500435	-0,0211257353	-0,0745842498	-0,2375977392	-0,2232724022	-0,4299696572	-0,0755603758	-0,0267073546	-0,0551294721	-0,0181428944	0,8924424282	0,957298253	0,9416839941	0,9341508176	0,9673123081	0,9422839577	0,7729786602	0,9263712623	0,9275615573	0,9788565228	0,9692055243	0,9328117428	0,9626582536	0,9656708288	0,9756041121	0,9843076711	0,9579708889	0,9583405381
"infB"	"Q8YQJ1"	"Translation initiation factor IF-2 "	1,5754242944	3	3	0		0		0	-0,427904045	0,0318418382	0,0658780882	0,0527962635	0,079778728	0,0778151136	0,1105238336	-0,3588713007	-0,2367685977	-0,1095499549	-0,3933453403	-0,8884320739	-0,9363566219	-0,4722514278	-0,3095565595	-0,1918886515	0,2016747237	0,1706500785	0,7039783969	0,9554711603	0,9356427954	0,9649528599	0,9529453944	0,9719310646	0,9213520014	0,8999913989	0,9314093094	0,9733661717	0,9106774265	0,4149351073	0,4729386227	0,9492588863	0,9556998762	0,9754833935	0,93844686	0,9285568526
"asl1824"	"Q8YVZ2"	"Asl1824 protein "	1,6324224698	3	3	0		0		0	-1,1885254172	-0,5258542951	0,0172908804	0,5493579014	0,9264213094	0,6836563695	-0,0332722138	-0,4795434981	-0,9218405155	0,221294818	-0,0717749617	-1,0061909761		-0,4363239898				0,3023517419	0,3228630471	0,8136369892	0,9581982416	0,9001812255	0,8321516581	0,9439656948	0,9376863198	0,9056582588	0,4642190034	0,9669627779	0,9694131372	0,5099553578		0,9621209508				0,9140736787
"ileS"	"Q8YXY3"	"Isoleucine--tRNA ligase "	1,6892152229	3	3	0		0		0	0,1221642686	0,141427864	0,2256463002	-0,1683256594	-0,1602376015	-0,0270437838	0,1416033699	0,1873428175	0,3711468474	0,2324501057	0,2657175288	0,2550869355	0,0907947755	-0,0224238425	-0,1781670271	-0,1792229824	-0,0637620446	0,0256627663	0,9346514977	0,9464892731	0,8948566071	0,9249515335	0,9503849428	0,9768488034	0,9173139854	0,9436310943	0,8918862888	0,9641530699	0,9487480271	0,9248775893	0,9739797663	0,9840733859	0,9695353151	0,9776680567	0,9575217781	0,958011439
"tyrS"	"Q8YSU9"	"Tyrosine--tRNA ligase "	1,7498568255	3	3	0		0		0	0,2830973597	0,1192105887	-0,2402260649	-0,2265787912	0,5402134167	0,5971983103	0,4548640059	0,5110985258	0,7903715181	0,5067149488	0,3771241916	0,4557956292	0,1889263076	0,59548738	0,2681383906	0,0492594571	0,2225610004	0,4692708881	0,8564916052	0,9409996583	0,8359853668	0,8544413557	0,8020339449	0,8621298373	0,7818236656	0,8485197462	0,5251060049	0,9525161743	0,9538775362	0,9103604554	0,9702726998	0,960356954	0,966153587	0,9837041444	0,9416378518	0,7766437579
"rbpA"	"Q44560"	"Putative RNA-binding protein RbpA "	2,2068249291	2	2	0		0		0	-0,0392779095	-0,05019203	0,0326956899	0,2998357605	0,1407912122	-0,0727487877	0,8058660275	0,9018583845	1,0943805233	0,4847530952	-0,4803649412	0,6490568274	1,2408169756	0,8763686796	-0,1856843964	-1,380803465	0,5219385469	0,4153176002	0,9486819209	0,9526668456	0,9543123348	0,8572420597	0,9396327565	0,9755747153	0,6386271998	0,6482522994	0,6848137978	0,9598108284	0,9384187479	0,8925650132	0,735283778	0,9367188054	0,9754247847	0,9715848929	0,9392757845	0,9433661715
"lti2"	"Q44528"	"Malto-oligosyltrehalose trehalohydrolase "	-1,0185019429	3	3	0		0		0	-0,0980776008	0,186822237	0,0289994717	-0,0598887423	-0,0387966904	-0,0314892976	-0,0181755166	-0,158259433	0,1333582713	-0,1957944185	-0,10920033	-0,0941880598	-0,0635803222	-0,0541660771	-0,2942273836	0,0006121346	-0,2087177363	-0,263596348	0,9353547493	0,9094649663	0,9528174802	0,9646221952	0,9641082133	0,9759559393	0,9396990215	0,9425112721	0,9437889614	0,9695930884	0,9659694994	0,9508437159	0,9753444942	0,9829790501	0,9500207998	0,9850048363	0,9359104031	0,906766979
"natH"	"Q8YPM7"	"Permease protein of amino acid ABC transporter "	-2,4233319036	3	3	0		0		0	0,6466502431	0,6531538554	0,2985895726	0,023362316	-0,2663266405	-0,371219015	-0,4738051641	0,0787657731	0,2641228187	0,0464298273	0,4076195904	0,489295073	0,0107534914	0,0162513719	0,1041102337	0,0187144224	-0,2365605793	-0,0400912305	0,396695137	0,6837526551	0,5568010498	0,9716026119	0,855328417	0,8559967533	0,5692907419	0,9570154655	0,9414563016	0,9783415214	0,9431354443	0,8817470351	0,9779537593	0,9844700792	0,9736841737	0,9845116114	0,936921552	0,9565266214
"natG"	"Q8YPM8"	"Permease protein of amino acid ABC transporter "	-2,4175400713	3	3	0		0		0	-0,0949126461	0,2379610634	0,2130434139	-0,1570286945	-0,1002761339	-0,0698215788	-0,0411380373	0,014446735	0,0651298852	-0,1526128176	-0,5211797348	-0,5362009907	-0,2932529612	-0,2685743684	-0,3995627338	-0,6660503871	-0,3275007888	-0,2323443863	0,9413569456	0,9034784635	0,7714558616	0,9344723798	0,9477345591	0,9728173293	0,9362085303	0,9622526534	0,9555607556	0,9710949546	0,8534389844	0,8310924003	0,9525215619	0,968809039	0,9290925896	0,860867173	0,8991942127	0,924386381
"isiA5"	"Q8YQ36"	"All4000 protein "	-2,8906677825	3	3	0		0		0	-0,2617144518	-0,0728953226	0,3628189888	0,223169992	-0,0351707674	-0,1254041782	0,1654468342	0,4803987525	0,2371189266	0,1794188842	0,3845569936	0,0593118315	0,0899966574	0,1795954026	0,1128142494	-0,2269526136	0,103298244	-0,5176601347	0,9023599216	0,9549720514	0,4046719619	0,9187715073	0,9649487151	0,9664719903	0,8992630381	0,7895191113	0,923300339	0,9672796617	0,9274174611	0,9544547585	0,9735642872	0,976281988	0,9722544659	0,9728265497	0,9520417676	0,6434121228
"furB"	"Q8YU81"	"Ferric uptake regulation protein "	-0,8487105747	2	2	0		0		0	0,895144708	-0,0363057085	-0,3630508162	0,4637100894	-0,142947162	0,1093027556	-0,2839293191	-0,4245594318	0,114951464	0,3089378553	-0,7015090398	-0,3040484297	0,127038676	-0,1541378885	0,0099461981			0,3443510917	0,5297229983	0,9556785946	0,6102948505	0,7011535124	0,9509824999	0,9686166802	0,8538178081	0,8759619361	0,9502647846	0,9616061577	0,778338429	0,9198278964	0,9736162838	0,9791029312	0,9782307836			0,8783488428
